result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
709200|1259108||||||||||||7||15|d||EC100/|REPORTED AS MINIMUM LETHAL HERBICIDE CONCENTRATION|DEC|POP||PGRT|||||||||||A|||30|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||R||||||||||||||||||||||||||||||||| ||02/02/2006|10/10/2016|
227099|1238526||||||||||3|||||d||EC50||DEC|PHY||CFIX/|STATS BASED ON SOLVENT CONTROL//||||||||||A|||0.92|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| CONTR/C,V//||04/27/2004|06/11/2004|
736651|1280319||||||||||96|||||h||NOEC||DEC|POP||CHLA|||||||||||F|||0.01|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<=|0.05||||||U||P||||||||||||||||||||||||||||||||| DNUM/7//DOSES/0.0005/0.001/0.01/0.1/0.5/1.0 mg/l//TESTID/1//|1280319|10/01/2008||
2190423|2104041||||||||||72|||||h||EC10||DEC|POP||PGRT|||||||||||A|||27.12|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
38636|1083088||||||||||4.5|||||h|||||ACC/||GACC|||||||||||A|||||10||100|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| O EFCT CONT/CIENT, OTHER PESTICIDES TESTED//CONC/INIT CONC// EFCT/DEPURATION DESCR, MUCH RSD AND BCF DATA WITH KINETIC APPROACH GRAPHED// NUTRIENT SOLN USED// 16 H ILLUMINATION// ||01/31/1985|06/14/1994|
127817|1150552||||||||||||||||||||BCM||GBCM/|INC PROTEIN, CHLOROPHYLL A, DEC CARBOHYDRATE, LIPID////||||||||||F|||||5||100|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||08/10/1994|08/15/1994|
2380238|2190048||||||||||96|||||h||LOEC||DEC|POP||CHLB/|PER ML OF CULTURE||||||||||A|||1|||||uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| ||04/11/2017|04/11/2017|
2304163|2158146||||||||||72|||||h|||||ACC||UPTK|||||||||||A|||0.086|||||mg/L|ONLY CONC TESTED||||||||||||||||||||||||||||||||||||||||||||||||||||||U|||||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||10/15/2015|10/15/2015|
3363|1145726||||||||||30|||||d||||DEC|POP||BMAS|||||||||||A|||1000|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<=|0.05||||||U||||||||||||||||||||||||||||||||||| PH/FROM GRAPH// ||08/02/1996||
186374|1210173||||||||||||5||1440|mi||BCF||INC|ACC||RSDE||WO|||||||||F|||40|||||ug/L|||||||||||||||||||||||94.4|||||L/kg|BIOVOLUME||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||BCF1/BIOVOLUME// ||04/14/2000|04/17/2000|
235662|1244390||||||||||96|||||h||NOEC||DEC|BCM||LIPT|||||||||||F|||50|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P||3e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/WLD//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/4//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|69826|06/08/2007|04/10/2017|
703025|1244390||||||||||96|||||h||EC50||DEC|POP||BMAS|||||||||||F|||32.36||25.92||39.30|ug/L|||||||||||||||||||||||||||||||||||||||||||||||P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||01/18/2006|04/10/2017|
191089|1205445||||||||||1|||||h||EC50||DEC|PHY||PSYN/|C-14 ASSIMILATION//||||||||||F|||36|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| NR||07/28/2000|09/12/2000|
225336|1233345||||||||||3|||||d||NOEC||INC|REP||GERM|||||103|||||PERCENT OF CONTROL|A|||25.9|||||AI uM|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P|<|0.05||||||U||R|||||||||||||||||||||||||||||||||EFCT%/PERCENT OF CONTROL//CONC1/ONLY CONC TESTED// ||01/26/2004|08/26/2016|
225565|1238664||||||||||72|||||h||EC50||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.12||0.100||0.13|AI mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004|03/09/2017|
227087|1238514||||||||||3|||||d||EC50||DEC|POP||PGRT/|STATS BASED ON SOLVENT CONTROL//||||||||||A|||1.47|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| CONTR/C,V//||04/27/2004||
710263|1259717||||||||||96|||||h||LOEC||INC|PHY||CASS||PLY|||3.19||||||A|||136|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||||R||||||||||||||||||||||||||||||||| DNUM/4//DOSES/34/68/136 ug/L//TESTID/2//|1259717|07/25/2007||
2379520|2189906||||||||||72|||||h||NOEL||DEC|POP||ABND|||||||||||A|||20.0|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| ||04/06/2017|07/20/2021|
37715|1019158||||||||||33|||||d||BCF|||ACC||RSDE|||||||||||A|||4710|||||ug/L|||||||||||||||||||||||11|||||L/kg|||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| AERATION// MODEL ECOSYSTEM WITH MIXED SPECIES// CARRIER/ SOIL// ADDED PESTICIDE-TREATED SOIL TO 4 L H2O// 5400 LUX, 12 H PHOTOPERIOD// ||01/31/1985||
108573|1140719||||||||||24|||||h||EC50|||PHY/||PSYN|||||||||||F|||88||60||132|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/C14 UPTAKE// ||07/15/1992|07/21/1992|
2175455|2095576||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F|||307|||||nM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2188396|2103045||||||||||24|||||h||NOEC||INC|POP||PSII/|DIo/RC, ALSO MEASURED QUANTUM YIELD, NON-REGULATED, NON-PHOTOCHEMICAL ENERGY DISSIPATION||||||||||F|||100|||||umol/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| |31772|03/30/2014|03/30/2014|
704989|1255701||||||||||96|||||h||IC40||DEC|POP||ABND/|FLUORESCENCE||||||||||A|||79.3|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
2176444|2095524||||||||||72|||||h||LOEC||DEC|BCM||FLRS/|NON-PHOTOCHEMICAL QUENCHING|||||>|40|<|60|OF CONTROL, FROM GRAPH|F|||250|||||nM|DATA NOT PRESENTED FOR 25, 65, 125, 500, 1000, 2000 AND 10000 NM CONCS|||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL, FROM GRAPH//CONC1/DATA NOT PRESENTED FOR 25, 65, 125, 500, 1000, 2000 AND 10000 NM CONCS// ||02/07/2014|02/07/2014|
37713|1019156||||||||||33|||||d||BCF|||ACC||RSDE|||||||||||A|||42.4|||||ug/L|||||||||||||||||||||||70|||||L/kg|||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| AERATION// MODEL ECOSYSTEM WITH MIXED SPECIES// CARRIER/ SOIL// ADDED PESTICIDE-TREATED SOIL TO 4 L H2O// 5400 LUX, 12 H PHOTOPERIOD// ||01/31/1985||
108821|1008189||||||||||0.08|||||h||EC50|||PHY||PSYN|||||||||||A|||484||365||660|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||07/17/1992||
2316434|2163430||||||||||24|||||h||LOEC||INC|PHY||MBPT||CYT|||||||||A|||0.25|||||uM|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||12/29/2015|12/30/2015|
194938|1217235||||||||||||30||86400|mi||||CHG|PHY||PSYN/|OXYGEN EVOLUTION//||||||4.5||72.9||A|||||1||500|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| NR||10/04/2000|10/25/2000|
2190131|2103895||||||||||96|||||h||LOEC||DEC|POP||PGRT|||||32.38|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2377896|2189367||||||||||24|||||h||EC50||DEC|POP||PGRT|||||||||||A|||0.346||0.300||0.398|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||03/28/2017|03/30/2017|
703192|1254380||||||||||28|||||d||EC50|||POP||ABND/|EC50 VALUE CALCULATED FROM STANDARD PROBIT PROCEDURE.||||||||||A|||27.6|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/7//DOSES/1/10/100/250/500/1000 ug/L//||01/25/2006||
704938|1255678||||||||||5|||||d||LOEL|||POP||PGRT|||||||||||A|||106.2|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||M||||||||||||||||||||||||||||||||||| DNUM/7//DOSES/<0.20/<0.20/0.97/10.44/106.2/1159 ug/L//|1255678|10/16/2006||
2176445|2095525||||||||||72|||||h||LOEC||DEC|PHY||PSYN/|MAX RATE|||||>|40|<|60|OF CONTROL, FROM GRAPH|F|||250|||||nM|DATA NOT PRESENTED FOR 25, 65, 125, 500, 1000, 2000 AND 10000 NM CONCS|||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL, FROM GRAPH//CONC1/DATA NOT PRESENTED FOR 25, 65, 125, 500, 1000, 2000 AND 10000 NM CONCS// ||02/07/2014|02/07/2014|
201466|1211021||||||||||96|||||h||EC50||DEC|POP||CHLO|||||||||||A|||94||75||109|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||07/18/2001||
703033|1254240||||||||||96|||||h||EC50|||POP||ABND|||||||||||A|||115|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/10//DOSES/0.216 to 2160 ug/L//||01/18/2006||
704993|1255700||||||||||96|||||h||IC50|||POP||ABND/|FLUORESCENCE||||||||||A|||86.1|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
733889|1280457||||||||||6|||||d||IC50||DEC|PHY||PSYN/|AS MEASURED BY OXYGEN EVOLUTION||||||||||F|||0.182|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DOSES/0 to 75 uM//TESTID/3//||10/07/2008||
2200583|2109943|||||||||~|7|||||wk||LOEC||DEC|POP||ABND/|STATS TO V CONTROL||||||||||A|||||2.10||208.00|ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|A||0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||06/11/2014|06/11/2014|
2378970|2189676||||||||||3|||||d||LOEC||DEC|POP||PSII/|EFFICIENCY OF PSII||||||||||F|||0.02|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| |69591|04/05/2017|04/05/2017|
163432|1203205||||||||||14|||||d||EC50||DEC|POP||GPOP/|CHLOROPHYLL A//||||||||||A|||52.6|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
216316|1223851||||||||||17|||||d||||NEF|POP||BMAS||WO|||||||||A|||10|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| EFCT%/0% FROM CONTROL//||03/18/2003||
225559|1238660||||||||||48|||||h||EC90||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||1.2||0.14||35|mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004||
2188401|2103046||||||||||24|||||h||NOEC||INC|POP||PSII/|DIo/RC, ALSO MEASURED QUANTUM YIELD, NON-REGULATED, NON-PHOTOCHEMICAL ENERGY DISSIPATION||||||||||F|||100|||||umol/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| |31775|03/30/2014|03/30/2014|
2188406|2103046||||||||||24|||||h||LOEC||INC|POP||PSII/|DIo/RC, ALSO MEASURED QUANTUM YIELD, NON-REGULATED, NON-PHOTOCHEMICAL ENERGY DISSIPATION||||||||||F|||1000|||||umol/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| |31775|03/30/2014|03/30/2014|
216281|1223816||||||||||||0||12|d||||DEC|POP||BMAS||WO|||||||||A|||10|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P|<|0.05||||||||||||||||||||||||||||||||||||||||| CONC/ONLY CONC TESTED//||03/18/2003|03/25/2003|
235649|1244390||||||||||96|||||h||EC50||DEC|POP||ABND|||||||||||F|||32.50||27.83||37.66|ug/L|||||||||||||||||||||||||||||||||||||||||||||||P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/WLD//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||06/08/2007|04/10/2017|
235658|1244390||||||||||96|||||h||EC50||DEC|PRS||PPRO|||||||||||F|||37.07||27.10||41.62|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/WLD//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||06/08/2007|04/10/2017|
112725|1000494||||||||||3|||||d||EC50|||BCM||CHLO|||||||||||A|||283|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||10/06/1992||
2304160|2158143||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||A|||0.086|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||10/15/2015|10/15/2015|
206065|1212752||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||F|||102.9|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/1959/1 STRAIN//||01/15/2002||
2381259|2190299||||||||||34|||||d||||DEC|POP||BMAS/|ASH FREE DRY MASS. STATS TO C CONTROL.||||||||||A|||||10.7||31.0|ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P||||0.1935||0.0019||M||||||||||||||||||||||||||Dry||||||||| ||04/12/2017|04/12/2017|
37468|1013350||||||||||6|||||h|||||ACC/||GACC|||||||||||F|||||10||1000|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/REMOVAL, LIGHT AND TEMP EFFECTS ON RESIDUES//CONC/NOM- INAL CONC//NUTRIENT SOLUTION USED, AXENIC// ||01/31/1985|09/15/1992|
145737|1192095||||||||||14|||||d||LC50||DEC|POP||PGRT|||||||||||F|||500|||||ug/dm3|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| TESTID/29//MSMT/NR//DOSES/0.01-100 MG/DM3//SOURCE/LAB//WTINT/0.01-0.02 G/DM3 DRY WT //DNUM/NR//SEX/NR//TMETH/NR//STYPE/NR//ETIME/14 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/D//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||02/20/1997|02/15/2007|
184838|1210185||||||||||4|||||d||EC50||DEC|POP||PGRT|||||||||||A|||159|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||03/27/2000|05/08/2000|
197745|1208684|||||||||||||||||LOEC||DEC|POP||PGRT/|TOXICITY THRESHOLD//||||||||||F|||30|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||R||||||||||||||||||||||||||||||||| ||11/07/2000|11/14/2000|
227101|1238528||||||||||3|||||d||EC50||DEC|PHY||CFIX/|STATS BASED ON SOLVENT CONTROL//||||||||||A|||1.34|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| CONTR/C,V//||04/27/2004|06/11/2004|
2200692|2110017||||||||||6|||||wk||NOEC||INC|POP||ABND/|STATS TO V CONTROL||||||||||A|||||4.33||268.00|ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ANOSIG|A||0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||06/11/2014|06/11/2014|
2459552|2220926||||||||||24|||||h||IC10||DEC|PHY||PSYN/|QUANTUM YIELD||||||||||A|||5.9||5.0||7.1|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||05/23/2019|05/29/2019|
2378396|2189533||||||||||48|||||h||LOEC||DEC|POP||ABND/|CELL COUNT||||||||||F|||5.00|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| |69445|03/31/2017|03/31/2017|
2378421|2189533||||||||||72|||||h||NOEC||DEC|ENZ||CTLS|||||||||||F|||5.00|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| ||03/31/2017|04/06/2017|
21180|1157688||||||||||||24||72|h||||DEC|POP||GPOP/|DRY WEIGHT, OPTICAL DENSITY//||||||3||49||F|||||5||15|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| CHAR/ATRAZINE// ||07/24/1996||
227084|1238511||||||||||3|||||d||EC50||DEC|POP||PGRT/|STATS BASED ON SOLVENT CONTROL//||||||||||A|||1.43|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| CONTR/C,V//||04/27/2004||
703547|1254674||||||||||96|||||h||EC50|||POP||ABND|||||||||||A|||118|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/11//||02/03/2006||
729461|1276826||||||||||7|||||d||NOEL|||BCM||CHLO/|CHLOROPHYLL C/A RATIO.  TOTAL CHLOROPHYLL, B/A, C, B, AND A CHLOROPHYLL ALSO REPORTED.||||||||||A|||0.012|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||U||||||||||||||||||||||||||||||||||| DNUM/6//DOSES/0.003/0.006/0.009/0.012/0.015 mg/L//NEGATIVE AND POSITIVE CONTROLS USED.//||01/13/2006||
2175470|2095591||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|0|<|200|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/05/2014|02/05/2014|
2190114|2103887||||||||||96|||||h||LOEC||DEC|BCM||CHLA||WO|||51.27|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2190117|2103887||||||||||96|||||h||LOEC||INC|BCM||STRH||WO|||144.51|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
45915|1110635||||||||||4.6|||||d|||||POP/||GPOP|||||||||||F|||52|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| O EFCT CONT/FIELD REPORTED// MEDIUM/BRISTOL'S SOLN, BOLD, 1949// 11840 LUX, 24 H PHOTO// CARRIER/ETHANOL < 1 %//CONTR/ SOLV// CONC/LOWEST CONC TESTED// EFCT/31.0 % DEC PGR, SIG// ||01/31/1985||
163431|1203204||||||||||7|||||d||EC50||DEC|POP||GPOP/|CHLOROPHYLL A//||||||||||A|||72.9|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
187997|1214814||||||||||12|||||d||EC50||DEC|POP||PGRT|||||||||||A|||1357|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||05/11/2000|05/23/2000|
227086|1238513||||||||||3|||||d||EC50||DEC|POP||PGRT/|STATS BASED ON SOLVENT CONTROL//||||||||||A|||0.93|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| CONTR/C,V//||04/27/2004||
705051|1255782||||||||||20|||||mi||LOEC|||POP||PSYN|||||||||||A|||2.0|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||||||||||||||||||||||||||||||||||| |1255782|10/20/2006||
181109|1212350||||||||||0.5|||||h||EC50||DEC|BCM||CHLA|||||||||||F|||246|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P|>|0.01||||||U||P||||||||||||||||||||||||||||||||| NR||02/14/2000|03/14/2000|
2175568|2095615||||||||||48|||||h||EC50||DEC|POP||ABND|||||||||||A|||42.6||21.9||82.9|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2378794|2189675||||||||||7|||||d||||INC|CEL||NCEL|||||||||||F|||||0.002||2.0|mg/L||||||||||||||||||||||||||||||||||||||||||||||MULT|||||||||U||||||||||||||||||||||||||||||||||| ||04/04/2017|04/05/2017|
704995|1255702||||||||||96|||||h||IC50||DEC|POP||ABND/|FLUORESCENCE||||||||||A|||89.9|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
2379539|2189909||||||||||24|||||h||LOEL||DEC|BCM||CHLA/|CHLOROPHYLL A AUTOFLUORESCENCE||||||||||A|||0.002|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P||0.05||||||U||P||||||||||||||||||||||||||||||||| ||04/06/2017|07/20/2021|
2379542|2189909||||||||||96|||||h||LOEL||DEC|BCM||CHLA/|CHLOROPHYLL A AUTOFLUORESCENCE||||||||||A|||0.002|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| ||04/06/2017|07/20/2021|
216304|1223839||||||||||21|||||d||||NEF|POP||BMAS||WO|||||||||A|||10|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| EFCT%/0% FROM CONTROL//||03/18/2003||
